,label,area,centroid-0,centroid-1,day,cebp_integrated,gr_integrated,vdr_integrated
2,3,32622,636,67,0.333,302024754,180723129,200174243
3,4,59077,787,1603,0.333,630009041,439407510,416501056
4,5,31825,918,1096,0.333,351200679,184757496,207783612
5,6,58559,1189,246,0.333,713113564,312166053,424095189
6,7,33727,1413,700,0.333,340793173,160941149,194341129
7,8,31132,1548,1953,0.333,303855977,179003402,205881115
8,9,39965,1572,415,0.333,374778356,206740111,268761862
9,10,21290,1892,1971,0.333,235926585,174128871,165783431
10,11,34751,1954,578,0.333,298714533,176332108,198891375
0,1,29535,78,825,0.333,292331459,116117671,156720839
1,2,25325,87,1556,0.333,253195661,109929794,123546052
2,3,51498,320,444,0.333,595492364,265647660,327141856
3,4,41696,377,1444,0.333,443859673,171831372,243948122
4,5,29396,827,1954,0.333,320691370,95884264,167428357
5,6,35498,954,614,0.333,364958006,216155344,185237091
6,7,50400,1325,988,0.333,592086527,436907043,269160021
7,8,31558,1355,539,0.333,341807770,132946891,176057536
8,9,26650,1412,1278,0.333,287157893,93941505,125090886
9,10,30697,1496,214,0.333,333132507,131373588,179448769
10,11,39570,1705,633,0.333,436756119,193640111,213249523
11,12,71837,1874,1474,0.333,701736880,519261170,336710887
0,1,37363,96,1448,0.333,302785032,164804725,157977374
1,2,43005,200,783,0.333,411358906,204905931,174176852
2,3,32414,383,1730,0.333,334110478,132507891,132402298
3,4,27838,515,367,0.333,340256481,151377768,130702832
4,5,31554,614,904,0.333,359262915,148375719,122819687
5,6,53013,704,1617,0.333,618332720,257297550,209032754
6,7,50770,823,127,0.333,573842162,230569024,215561707
7,8,40894,844,1291,0.333,434291226,178154729,171192506
8,9,68642,1123,965,0.333,823669027,364216728,293933208
9,10,36945,1330,1353,0.333,407255985,183540526,184007290
10,11,41390,1573,1159,0.333,360719641,225552908,175304259
11,12,27802,1645,197,0.333,285260284,108859469,96693222
12,13,29181,1685,1454,0.333,316806802,122090013,141166789
13,14,42014,1926,1818,0.333,395410956,218690464,153274337
0,1,22638,86,1404,0.333,251991720,82263729,83196909
1,2,49839,130,1670,0.333,783015930,285921755,200700345
2,3,27631,143,1973,0.333,324165707,133915875,124423657
3,4,25623,370,153,0.333,273646369,103340689,83691623
4,5,29823,481,1397,0.333,322078846,137973870,115440804
5,6,33494,621,367,0.333,373845607,165126829,117319122
6,7,29441,615,600,0.333,312318022,112437639,105209464
7,8,58020,645,1124,0.333,914224441,328132488,237273322
8,9,31496,802,1978,0.333,317459424,144311930,125697270
9,10,45802,898,1778,0.333,521447211,331086592,182119188
10,11,102767,935,702,0.333,1177446171,772050652,391635387
11,12,29617,1464,79,0.333,294391178,205168492,89751081
12,13,28482,1618,247,0.333,276013506,110848798,95771687
13,14,23483,1702,512,0.333,230802960,88770407,77540561
14,15,28155,1804,1018,0.333,338848708,166734951,118646169
15,16,22645,1971,680,0.333,214337150,121127580,78742880
0,1,49893,108,278,0.333,590118849,149678751,136163364
1,2,27654,404,517,0.333,285611154,91203954,77036463
2,3,35930,436,1406,0.333,380257010,142756165,108559334
3,4,26872,556,72,0.333,251997674,99995457,70008948
4,5,38698,700,624,0.333,398302195,194308324,110590323
5,6,43219,717,1768,0.333,371447889,291893224,115899804
6,7,63724,951,513,0.333,757356752,230728417,195020873
7,8,26653,925,1129,0.333,276477910,89377655,69283844
8,9,27434,929,1424,0.333,253537823,87000963,68385131
9,10,28140,1225,1854,0.333,280380942,109471050,83998002
10,11,30801,1408,1437,0.333,275385482,127905644,85978931
11,12,21489,1404,56,0.333,214905213,114339491,59710122
12,13,29368,1671,361,0.333,282025845,163277571,81696022
13,14,26646,1774,1865,0.333,229235482,101635130,68672631
0,1,41416,92,951,0.333,315853016,202870619,92268546
1,2,49173,249,1241,0.333,418931663,178341199,107163627
2,3,60608,293,802,0.333,527465608,203827215,138856635
3,4,44901,515,214,0.333,426734816,246583113,113025949
4,5,42530,910,1322,0.333,350985902,227204851,98172582
5,6,38680,931,928,0.333,303680147,156848054,85165701
6,7,58675,1544,172,0.333,580382035,362088841,157339731
7,8,31374,1845,1426,0.333,253916499,120556229,65014784
0,1,35442,171,1212,0.333,306881480,184955312,75110609
1,2,37318,333,1463,0.333,299944877,193349348,73825315
2,3,29817,456,1256,0.333,254418649,135243275,65134692
3,4,34031,542,1732,0.333,317184709,184335133,74831544
4,5,36229,701,481,0.333,357816093,183697392,79109100
5,6,31293,824,1089,0.333,250400434,145444463,59053777
6,7,32411,1042,545,0.333,267342222,211959709,63270227
7,8,33273,1144,928,0.333,274442252,170167311,68486762
8,9,47656,1404,1610,0.333,454963881,234110948,109640337
9,10,29443,1570,1909,0.333,269007495,127945268,62083710
10,11,23028,1708,106,0.333,203547813,115861857,50250140
0,1,33386,405,762,0.333,355873371,241550349,139875994
1,2,31208,528,193,0.333,370791835,196452296,133547004
2,3,33396,766,567,0.333,398783925,242566277,164753303
3,4,34047,1026,748,0.333,366841567,218990138,127749249
4,5,26639,1148,1645,0.333,288514423,156271290,118204936
5,6,25516,1230,889,0.333,260661347,109640090,87593509
6,7,29471,1775,1350,0.333,294242625,123668516,109690458
7,8,27562,1820,821,0.333,341672849,122751300,138529720
8,9,19508,1985,1618,0.333,217929328,118230889,91850093
0,1,35230,299,1548,0.333,356297939,224774802,119997351
1,2,33076,478,1212,0.333,356879930,164232543,154461368
2,3,30344,857,521,0.333,361285873,149895701,132144889
3,4,32948,871,916,0.333,357733000,178697653,125928790
4,5,66850,1095,1257,0.333,564328108,348058847,266458604
5,6,36740,1286,299,0.333,333379353,209025630,126439865
6,7,64710,1383,1062,0.333,557861840,334337919,219407567
7,8,31852,1359,620,0.333,326022930,130089930,120089434
8,9,32172,1518,1258,0.333,332400463,167655783,131164442
9,10,40942,1773,1252,0.333,447649540,188092613,164489432
0,1,84488,343,900,0.333,676698585,521945086,366702652
1,2,31373,329,292,0.333,251391007,143055404,103744082
2,3,36256,621,1361,0.333,363626921,188114622,125685158
3,4,29741,651,578,0.333,236355049,171064859,106934763
4,5,70584,1107,1922,0.333,540262615,343842318,289656467
5,6,35455,1107,280,0.333,297550912,143803773,133738555
6,7,23789,1271,1391,0.333,171772544,90954552,81310893
7,8,29783,1315,405,0.333,250889451,109784817,126053056
8,9,26730,1618,505,0.333,195933989,100191603,87747206
9,10,23194,1913,970,0.333,188241780,75694585,86459599
0,1,39456,282,1507,0.333,284105863,118440136,171587751
1,2,55929,798,1145,0.333,502425144,243660113,215296373
2,3,53916,828,1824,0.333,440258130,120191757,200853352
3,4,39035,1133,1869,0.333,290200003,146790709,183208063
4,5,65575,1363,1575,0.333,592218467,299031846,341863484
5,6,38565,1437,820,0.333,275614769,168247805,166995630
6,7,32190,1740,386,0.333,282452006,131811236,150926387
0,1,19568,399,1182,0.333,186956310,53000607,99700044
1,2,32058,516,80,0.333,354741783,114351915,145842766
2,3,39426,767,1197,0.333,299015121,169671728,132644917
3,4,36032,995,1497,0.333,260421757,142026049,125784346
4,5,39779,1262,780,0.333,317111427,154625144,170886800
5,6,33496,1307,218,0.333,253526385,110184861,129911835
6,7,34583,1357,1324,0.333,300292998,163774733,144904808
7,8,30258,1534,843,0.333,212480220,151971706,95742278
8,9,32730,1622,1688,0.333,262319069,104388386,123016923
9,10,23976,1962,1866,0.333,176621080,80455256,83928288
10,11,25344,1970,1114,0.333,180462295,114143590,109177862
0,1,30352,340,1646,1.0,290291717,65219193,152602539
1,2,41869,727,1361,1.0,422108051,121564990,317455926
2,3,27001,1037,1335,1.0,235462909,60699423,156729326
3,4,31360,1221,454,1.0,257495820,64749871,155813786
4,5,31375,1332,687,1.0,237421592,95740555,152869663
5,6,26088,1725,1852,1.0,275650222,53483889,124770140
6,7,29129,1971,495,1.0,296589993,50721578,158833743
0,1,27734,205,964,1.0,267531109,53142687,129069991
1,2,43221,240,512,1.0,386860609,144509452,182066012
2,3,25830,1028,1679,1.0,223268665,67762273,96243314
3,4,67472,1135,1396,1.0,820818274,206325942,387653540
4,5,33529,1105,934,1.0,377162209,80856019,150613069
5,6,22940,1333,182,1.0,204690177,42722717,86423136
6,7,30283,1468,1870,1.0,277189706,76648519,130548688
7,8,30233,1707,744,1.0,293138180,64408498,136362509
8,9,30435,1847,1943,1.0,280891345,90056777,133325914
0,1,24110,595,1297,1.0,221757909,78323747,79280675
1,2,73032,1183,1594,1.0,651635064,308995984,348241655
2,3,62882,1503,1405,1.0,535329752,259072830,308385902
3,4,37380,1754,724,1.0,362265181,95434726,213489227
4,5,29840,1817,192,1.0,294882471,67347071,137678101
0,1,33472,209,1621,1.0,257873166,90327957,108868477
1,2,26447,879,1661,1.0,267289692,52004062,90455169
2,3,38047,913,145,1.0,352018183,87435478,120618900
3,4,30201,1033,919,1.0,268824433,65068962,90731052
4,5,30483,1342,150,1.0,254936240,50904001,104535471
5,6,26774,1493,775,1.0,218883949,41419009,93394734
6,7,22679,1981,463,1.0,189867443,44235472,89233067
0,1,36814,145,1307,1.0,302498737,112557062,137292684
1,2,37584,582,1012,1.0,318336031,112272561,123348794
2,3,27877,1060,1345,1.0,186711534,87955372,61738265
3,4,26733,1040,137,1.0,189562589,71886607,58640023
4,5,41784,1396,1650,1.0,289390993,127612880,104366034
5,6,29809,1506,998,1.0,235702566,66122854,68771282
6,7,29655,1824,1328,1.0,216121535,87165929,75588626
0,1,25341,743,429,1.0,181169771,53585218,55677270
1,2,21558,757,86,1.0,156688927,41235485,48133826
2,3,36054,1054,1781,1.0,239287372,103341494,83847245
3,4,26164,1084,354,1.0,198226850,52609481,62212617
4,5,22397,1238,1054,1.0,175071499,39638172,54522247
5,6,33570,1482,390,1.0,304693407,61115623,112661964
6,7,21849,1456,1052,1.0,164944997,39027123,54440620
7,8,45073,1683,805,1.0,352558424,113487615,167340649
8,9,35994,1737,1449,1.0,265572304,72016037,120116092
0,1,67707,141,109,1.0,623269250,346673228,392661893
1,2,22277,428,1170,1.0,223971205,61771926,100729089
2,3,31132,592,1787,1.0,352396157,81737707,148358314
3,4,20732,716,1111,1.0,206091018,56635289,94010531
4,5,35418,898,727,1.0,329494691,132702686,167426753
5,6,18519,1114,1266,1.0,189715854,42406510,86073455
6,7,32268,1273,153,1.0,373218528,90052071,192992313
7,8,36503,1585,1666,1.0,339735554,131200400,184928640
8,9,26169,1641,1185,1.0,283760194,73336271,147579572
9,10,27424,1757,1031,1.0,275695152,59590243,143984244
10,11,31068,1871,539,1.0,296126959,111735683,146729348
0,1,32745,660,1136,1.0,394286940,105119749,207593649
1,2,28449,668,319,1.0,369120854,79440108,168375642
2,3,24894,918,1493,1.0,272759764,65378097,121451578
3,4,38092,949,1818,1.0,408458223,148711704,232561391
4,5,32074,977,163,1.0,412682333,66920101,182837259
5,6,27571,1096,1020,1.0,396336224,79263228,167447044
6,7,36429,1319,184,1.0,496342483,100881268,214633822
7,8,38041,1362,1286,1.0,535794544,71356089,190517791
8,9,79523,1712,665,1.0,1012198771,348822722,565304682
0,1,55509,248,901,1.0,586596961,173597784,288086055
1,2,28605,445,1313,1.0,296761606,75410993,143065069
2,3,43507,792,371,1.0,505454571,118338878,185404379
3,4,41710,892,765,1.0,548309369,110623359,246320980
4,5,36339,917,1712,1.0,390051809,140894037,214028064
5,6,26629,1033,346,1.0,326414516,78741530,142745920
6,7,25994,1152,853,1.0,293085602,68057221,115130047
7,8,43101,1383,1579,1.0,484458368,153010878,281815156
8,9,28325,1429,1900,1.0,292168555,100266770,153061227
9,10,43304,1837,712,1.0,512402622,154067103,216669324
0,1,28085,457,1607,1.0,260049533,81927574,83424716
1,2,30678,962,1743,1.0,299190748,95616456,98670730
2,3,41005,1051,1318,1.0,353242979,160286501,114107674
3,4,26131,1410,1500,1.0,238934282,76718670,79859945
0,1,35234,205,753,1.0,346537321,113778922,160863516
1,2,35847,283,1359,1.0,379256363,120856887,194523193
2,3,33345,275,263,1.0,338176863,77233657,140539315
3,4,21326,280,1668,1.0,201578954,52107365,87796377
4,5,26326,509,1108,1.0,258138442,59729616,105664525
5,6,44401,547,1773,1.0,452596164,169329056,205028311
6,7,32192,986,1713,1.0,336884850,90492673,145022201
7,8,56066,1615,1794,1.0,616156728,213909086,276687181
8,9,27835,1864,246,1.0,289233342,67001273,116423553
9,10,31371,1872,749,1.0,361411378,79320964,149051250
10,11,23203,1986,1356,1.0,225898193,66748594,89532781
0,1,33267,245,100,1.0,425380064,117378915,259209198
1,2,24959,314,1441,1.0,286333373,109163579,177232611
2,3,21005,402,1187,1.0,243023382,58873169,131103321
3,4,21600,469,1955,1.0,226328290,68087472,132011787
4,5,36670,617,1681,1.0,443826895,151364840,269316425
5,6,44725,1078,176,1.0,586679439,258499189,370341952
6,7,22782,1034,1483,1.0,261857246,64497767,139157283
7,8,84082,1401,1203,1.0,970104180,364724299,613683532
8,9,30306,1820,170,1.0,305163577,128131608,157363645
0,1,32331,492,243,1.0,455150913,108384015,239520265
1,2,30026,644,1547,1.0,365381698,115436164,234370795
2,3,61310,964,1324,1.0,902647850,225533527,581248889
3,4,37076,997,516,1.0,451163106,111087802,215892552
4,5,25288,1001,869,1.0,319072413,72952314,176343703
5,6,44754,1296,602,1.0,640917822,161763249,436726736
6,7,28826,1543,1963,1.0,350691112,78787511,221438351
7,8,62836,1666,1396,1.0,821100595,426507007,600038841
8,9,40703,1857,680,1.0,549134003,159611846,383587012
9,10,30903,1919,1850,1.0,366213325,126679076,186683577
0,1,42177,114,92,1.0,477446936,144487628,241747434
1,2,37353,587,967,1.0,482053533,107961830,222933518
2,3,22798,571,667,1.0,290875881,58407914,121317688
3,4,18326,936,1984,1.0,185635192,48961462,86256267
4,5,24382,1141,670,1.0,336223170,85764060,153291090
5,6,29197,1179,1131,1.0,345661899,70619890,132839313
6,7,32770,1401,1609,1.0,346875733,102020340,174617902
7,8,49252,1527,845,1.0,583155548,175837219,283518695
8,9,54554,1587,1140,1.0,608684174,167502844,283386612
9,10,25579,1548,1468,1.0,278721940,69097529,127453320
10,11,36261,1971,504,1.0,355936010,102510548,175428814
0,1,31656,175,439,1.0,423496052,75533963,231375314
1,2,95410,508,579,1.0,1141552103,491230000,649467451
2,3,43159,553,1768,1.0,512391261,162103931,305254263
3,4,26162,979,298,1.0,347472473,77425740,152245625
4,5,22816,1286,125,1.0,282965632,48987686,124306244
5,6,19908,1334,1569,1.0,210681122,53116946,108490008
6,7,26511,1655,1142,1.0,325069898,74228277,159615762
7,8,19681,1712,1514,1.0,217717034,56240293,114788817
8,9,35201,1872,807,1.0,466429484,117537688,222267632
0,1,23600,148,935,2.0,224184377,54284966,162788951
1,2,26566,218,1530,2.0,371729144,59925724,241150769
2,3,27233,424,1312,2.0,383947917,82115664,235327624
3,4,34301,499,802,2.0,655893246,88922313,433996795
4,5,30206,534,558,2.0,441022859,83940431,282889586
5,6,47690,632,1800,2.0,743582961,149872349,460295222
6,7,29428,962,169,2.0,327789704,87503516,198633126
7,8,28810,974,886,2.0,626660803,96600175,395644860
8,9,31503,1053,1273,2.0,424802525,85684686,270029022
9,10,24308,1079,1766,2.0,274157704,59807164,169118551
10,11,35610,1370,283,2.0,386250261,80149015,235076083
11,12,25924,1382,1308,2.0,314371253,85332200,202800367
12,13,26850,1543,858,2.0,328366482,65363726,193706620
13,14,27514,1531,1457,2.0,493198689,71133984,330016261
14,15,25101,1719,1596,2.0,263595610,65660296,171705811
15,16,25119,1917,47,2.0,333828529,77505883,208552274
0,1,22885,205,321,2.0,293030338,44606866,95479363
1,2,32007,895,925,2.0,339926027,72533219,145331725
2,3,37118,1149,1380,2.0,491537762,105880043,210155995
3,4,27381,1412,1265,2.0,262485305,60391785,120484376
4,5,28033,1496,1567,2.0,264386564,59488441,132681543
5,6,59250,1616,311,2.0,891361082,186323872,570058784
6,7,32642,1774,669,2.0,320499493,72456190,192006759
7,8,37275,1765,1076,2.0,621291587,110839167,383894882
0,1,58267,451,836,2.0,847422398,183952625,411353496
1,2,46596,478,470,2.0,462077166,125101082,239358488
2,3,22475,576,1233,2.0,247947138,49798164,97250571
3,4,28825,846,1398,2.0,342624125,52834512,132674453
4,5,48634,1153,169,2.0,572315632,108566733,340738430
5,6,27255,1307,1470,2.0,297857992,53965337,131786098
6,7,31898,1468,988,2.0,334654298,73814743,160080045
7,8,23364,1669,1984,2.0,353774945,66137278,112137410
8,9,27475,1748,785,2.0,293373474,69424752,135577156
9,10,31967,1830,70,2.0,399322510,66472721,280178982
10,11,27475,1932,1758,2.0,338665028,64663181,130573824
0,1,22985,304,1482,2.0,244515888,48737045,192917878
1,2,51761,404,733,2.0,963455082,163847582,841750952
2,3,29909,461,1886,2.0,485789621,94460211,416173252
3,4,34173,878,1045,2.0,594293839,114851395,440639729
4,5,38228,1086,1572,2.0,455758335,90324768,377451216
5,6,27958,1151,1076,2.0,344789904,78530964,252392717
6,7,83032,1263,129,2.0,1283807880,245873539,1009161330
7,8,62634,1310,1403,2.0,726743100,162790083,556273143
8,9,28893,1821,1341,2.0,354132938,65681750,266944010
0,1,64455,108,1591,2.0,2057045750,350184345,1963958387
1,2,22921,140,1304,2.0,319517458,66507452,259466892
2,3,24622,320,238,2.0,459917735,97094162,370225706
3,4,17641,366,1509,2.0,240112413,51500492,172706370
4,5,27779,784,1228,2.0,676034984,103396459,514779602
5,6,19448,865,1429,2.0,272245334,57091961,209372719
6,7,25253,1060,62,2.0,550819995,119696736,421881446
7,8,18804,1151,936,2.0,290869667,43190772,179414858
8,9,36615,1397,1012,2.0,718024576,132927283,596009343
9,10,22526,1650,223,2.0,597526039,92895802,497245991
10,11,40657,1870,1544,2.0,720453395,180965899,657933216
11,12,41057,1964,541,2.0,708097387,168906804,483805709
0,1,20411,258,1968,2.0,281037841,41104482,223204990
1,2,37071,323,609,2.0,495418345,113510843,349560608
2,3,62288,386,1412,2.0,1236257123,284581419,1128602072
3,4,23920,822,1686,2.0,328935665,60040681,268041056
4,5,67484,930,1244,2.0,1503658173,328097307,1337175681
5,6,25828,989,306,2.0,382812790,94908743,303331516
6,7,26136,1136,880,2.0,359513620,68730061,253344156
7,8,25763,1240,172,2.0,427526223,93801994,324057995
8,9,28337,1542,921,2.0,381304865,107666703,279236259
9,10,53275,1824,937,2.0,909227378,225185175,745230574
10,11,29753,1913,1753,2.0,487519982,90929924,432363710
11,12,25332,1929,201,2.0,320575110,78756842,247189949
12,13,45571,1954,1526,2.0,812230182,168780034,565973482
0,1,37433,588,581,2.0,552719820,157046366,342109972
1,2,26190,611,1116,2.0,482813113,95638229,346470658
2,3,53504,814,1378,2.0,684414465,232004614,505813264
3,4,39801,1100,165,2.0,558981747,151194928,347358003
4,5,22313,1130,1579,2.0,301350136,57825614,184604441
5,6,29325,1242,1830,2.0,573248597,115970482,454650188
6,7,42695,1284,334,2.0,660217018,139691430,434861552
7,8,26889,1294,728,2.0,576325092,112121179,362694933
8,9,50789,1494,1359,2.0,666309565,167194163,409042494
9,10,29195,1669,883,2.0,337436457,96022934,204198924
10,11,25119,1864,806,2.0,336590351,77658242,221618000
0,1,49754,315,460,2.0,775752441,200741792,309046488
1,2,38022,414,1209,2.0,469889170,132522159,220181791
2,3,40189,598,1379,2.0,545262445,120787571,260753995
3,4,24068,607,1773,2.0,444666271,89615242,196557474
4,5,26995,984,1928,2.0,270425159,81623711,127840398
5,6,33599,1113,1015,2.0,677124438,123881651,254955160
6,7,23955,1178,1851,2.0,286150326,70682267,139386834
7,8,28295,1569,83,2.0,713570995,109532187,432560520
8,9,29875,1723,536,2.0,566437567,109805689,321214444
9,10,22222,1764,1779,2.0,257527358,70584904,126862351
10,11,20925,1765,1153,2.0,313452423,70117815,131292398
11,12,18993,1799,936,2.0,252524307,61730550,106290533
12,13,30872,1844,136,2.0,364132600,84922314,211824586
0,1,22538,254,464,2.0,292783077,52342796,201805172
1,2,29215,266,763,2.0,352005467,83264489,186304649
2,3,23246,509,1305,2.0,358014140,64451967,160291832
3,4,25008,566,128,2.0,273363791,53379770,154140186
4,5,25444,874,1782,2.0,620665284,98984213,257978586
5,6,30986,910,809,2.0,344733246,81588361,171922565
6,7,47242,1021,1144,2.0,619271833,140762145,264190110
7,8,32974,1136,418,2.0,386216950,83469872,226350597
8,9,24594,1153,1843,2.0,274268106,69850204,124345860
9,10,41019,1366,540,2.0,498268432,87746060,286647840
10,11,24538,1445,1838,2.0,280615414,69444698,132628094
11,12,31069,1494,931,2.0,430533848,93212701,255041759
12,13,26805,1520,1591,2.0,296314454,95278834,135412855
13,14,32634,1795,764,2.0,445934223,77796757,254386456
14,15,29835,1871,1274,2.0,325392734,93941265,192590067
15,16,25792,1895,83,2.0,676489283,112873283,406879158
16,17,25378,1894,1585,2.0,493139807,99136689,207306000
0,1,23268,302,812,2.0,237990435,65166546,109372831
1,2,20350,366,1057,2.0,424052032,56895475,170050000
2,3,23424,455,1932,2.0,297098321,52741238,123002121
3,4,25373,548,1247,2.0,639795367,110893228,248516915
4,5,26441,753,600,2.0,366381327,62687985,160528546
5,6,28370,804,309,2.0,311872638,78467298,171875655
6,7,22225,876,898,2.0,263786709,48954279,113759647
7,8,22176,1188,868,2.0,300984966,77520325,160617987
8,9,31969,1369,1073,2.0,518001081,116452074,308732922
9,10,30567,1522,451,2.0,470111042,106684704,346974731
10,11,34268,1549,1340,2.0,384712012,85470097,247109361
11,12,16038,1667,1765,2.0,212209873,31598981,141968243
12,13,33528,1744,178,2.0,408468182,86884297,301854460
0,1,24497,85,1963,2.0,221077005,57866159,135953267
1,2,49090,140,766,2.0,692160265,153378183,383123202
2,3,22672,158,1357,2.0,350123397,60568029,187748019
3,4,20887,390,1541,2.0,322870565,53243281,182577656
4,5,32861,541,1194,2.0,338014220,88002290,176559727
5,6,35353,843,1715,2.0,555883871,126683826,335646226
6,7,26458,895,905,2.0,400767580,62874445,189783271
7,8,31778,987,227,2.0,454958230,82643300,235326779
8,9,39087,1188,1091,2.0,593147330,127620882,333141425
9,10,29870,1247,1546,2.0,314701511,63993225,174091356
10,11,42492,1393,393,2.0,524718651,132628955,284750838
11,12,29008,1561,1467,2.0,299913780,68367498,159965339
12,13,25567,1624,1946,2.0,336521308,55023864,188355532
13,14,35770,1681,885,2.0,609574623,119207149,419412166
0,1,31105,217,553,2.0,282704448,67697070,176770408
1,2,36102,292,1428,2.0,384865036,75580492,255604980
2,3,53275,1145,1384,2.0,567815738,164632955,271843489
3,4,32112,1163,967,2.0,300558432,83794630,141153044
4,5,30050,1227,1898,2.0,519960930,108416593,230411327
5,6,23236,1237,367,2.0,351959292,65824952,133850098
6,7,20942,1469,551,2.0,311778484,54454247,124218754
7,8,29716,1619,204,2.0,268746760,75344393,115849098
8,9,26477,1766,1502,2.0,272290791,66545318,104135505
9,10,33537,1922,725,2.0,483148638,114664193,206183915
0,1,35211,131,1642,2.0,636418014,123779714,515327212
1,2,31016,722,574,2.0,347911884,72511291,210549151
2,3,30547,765,1527,2.0,300590191,82037092,211842920
3,4,30136,1054,172,2.0,387874084,79400777,242558402
4,5,53545,1259,887,2.0,802548881,216568554,588300016
5,6,30500,1298,1573,2.0,290549397,89333973,194396579
6,7,62796,1397,1268,2.0,1489683610,163445277,772535566
7,8,39804,1764,1406,2.0,528627259,91861517,346543711
8,9,43206,1791,803,2.0,537707717,138852488,370446845
9,10,22396,1977,213,2.0,285079373,61714020,122003704
0,1,24800,263,1955,2.0,287382902,60109753,190775745
1,2,47864,381,1386,2.0,1091589596,343944012,610554575
2,3,42429,388,375,2.0,462436209,110769755,271599450
3,4,24363,971,1276,2.0,282353634,53338074,139075740
4,5,40414,1013,165,2.0,591874172,108862708,341103739
5,6,28990,1185,740,2.0,320115169,76383442,162644538
6,7,22438,1205,1652,2.0,280343910,46703365,150072900
7,8,28047,1559,183,2.0,421063223,62682210,215858191
8,9,49378,1776,761,2.0,620681167,108972764,311705330
0,1,32720,82,519,2.0,374451304,78327283,272572367
1,2,17401,238,1955,2.0,169062870,41806014,75562611
2,3,29669,366,555,2.0,272957086,76604732,161934362
3,4,22477,378,1405,2.0,185232441,59493538,91275908
4,5,27700,483,894,2.0,377146442,77750863,184184087
5,6,30165,582,452,2.0,279107863,72758424,150844543
6,7,27766,740,878,2.0,509783449,114179804,217530396
7,8,23661,790,62,2.0,226507451,64043460,150843003
8,9,26325,1009,1076,2.0,233245094,66973212,107281828
9,10,41166,1067,1430,2.0,412992344,108197143,192735623
10,11,33728,1109,392,2.0,463726349,91437619,209321251
11,12,29963,1233,850,2.0,293595840,87910024,134680272
12,13,19839,1454,55,2.0,180590927,59528115,105351823
13,14,28029,1574,622,2.0,485692346,89002560,196486608
14,15,37646,1691,1219,2.0,493638450,96874010,217099916
15,16,33411,1726,199,2.0,357309733,86405731,172545760
16,17,23867,1770,842,2.0,248444645,42774703,106651987
0,1,19100,152,241,3.0,190645654,68828638,104953643
1,2,38930,213,812,3.0,302648583,149214650,229687553
2,3,27485,480,155,3.0,254703936,127411897,142073614
3,4,34499,497,1747,3.0,313795394,167504284,266088659
4,5,35729,713,223,3.0,333561336,207706352,204933086
5,6,27704,716,1011,3.0,328494978,138855323,202684909
6,7,29438,914,89,3.0,361717644,141132454,207237505
7,8,35803,1020,1306,3.0,401367779,191057597,234073291
8,9,32738,1088,1839,3.0,361264389,144896958,223509471
9,10,51257,1305,1299,3.0,763530609,229499679,481305752
10,11,28121,1351,1728,3.0,266082960,127978729,163015508
11,12,46527,1611,1409,3.0,671257845,211966897,414861421
12,13,23727,1734,1892,3.0,260472629,76618604,150736536
13,14,25016,1790,1059,3.0,288366151,88392607,156593720
0,1,39495,181,1265,3.0,426459513,252942862,229764151
1,2,27145,324,119,3.0,382218924,102051011,184120181
2,3,21817,407,1555,3.0,286859251,98616980,238775460
3,4,19891,642,120,3.0,314075987,87522379,146386331
4,5,25620,672,1527,3.0,267424443,106228885,192985291
5,6,39297,772,1813,3.0,492315236,255371586,372885281
6,7,32787,826,617,3.0,633004444,145959413,306166088
7,8,26628,915,160,3.0,330431970,160678045,157399057
8,9,28030,1068,1114,3.0,325238820,128247600,201103512
9,10,28441,1229,1537,3.0,375592578,139112163,300494812
10,11,40274,1273,270,3.0,638745882,145990361,536118952
11,12,29629,1347,1172,3.0,582666914,186610917,539907764
12,13,29979,1391,651,3.0,666294136,158785840,592775381
13,14,58599,1623,1362,3.0,715216057,324353188,495320372
14,15,26311,1654,1889,3.0,338481969,156217842,259889888
15,16,21874,1748,205,3.0,275977862,138773689,203418927
16,17,25051,1868,583,3.0,282574776,114573930,175732814
0,1,39273,85,1230,3.0,744390906,184844341,608584254
1,2,40359,172,1544,3.0,532695053,226925877,404804413
2,3,52307,333,269,3.0,933603241,243374651,794745527
3,4,53469,400,993,3.0,1072360664,310807810,927841950
4,5,25269,461,1313,3.0,392485676,112539886,324140177
5,6,23617,641,966,3.0,357520178,102910657,279278167
6,7,23004,682,395,3.0,370149664,117245111,265940449
7,8,29166,888,1597,3.0,466183294,160528231,375954445
8,9,33629,947,614,3.0,594612977,271764315,467203023
9,10,37078,1237,1262,3.0,646988303,288357011,517926817
10,11,31654,1458,106,3.0,385513863,191326836,278413189
11,12,28883,1570,1523,3.0,457911564,150254423,368401018
12,13,37000,1828,248,3.0,673441772,147796268,539537715
0,1,26463,254,899,3.0,474699661,272777250,448609593
1,2,22262,474,979,3.0,317830575,141264461,209297396
2,3,27678,606,383,3.0,590166055,139108582,444306438
3,4,23816,743,812,3.0,443258904,156196265,315644271
4,5,36654,893,1168,3.0,539968880,234079192,340218224
5,6,17743,954,300,3.0,222484696,119924676,139832595
6,7,18519,964,515,3.0,238555038,112527110,149769391
7,8,26375,1160,474,3.0,668777149,176227253,521415113
8,9,23814,1282,1864,3.0,427743665,110119121,318902553
9,10,26971,1311,1253,3.0,478173388,130397625,340576051
10,11,31774,1554,1050,3.0,691715321,161456744,570437390
