,label,area,centroid-0,centroid-1,day,cebp_integrated,gr_integrated,vdr_integrated
2,3,24744,290,1303,6.0,415444946,229122738,148635805
3,4,35402,637,706,6.0,524439509,573926590,154703929
4,5,33052,778,992,6.0,620858269,658938491,160118765
5,6,27771,807,431,6.0,683170091,237380180,258730773
6,7,21124,874,1610,6.0,293203858,279768240,83434145
7,8,26506,1025,1922,6.0,339829496,299464974,97257885
8,9,18731,1230,377,6.0,316638503,177169612,76997649
9,10,18175,1222,1210,6.0,301066785,231381465,70883765
10,11,18259,1786,1472,6.0,203116546,267870486,54461427
0,1,24181,304,1083,6.0,356673630,368283212,116949599
1,2,27239,380,867,6.0,435490629,407235834,183354288
2,3,21785,804,434,6.0,423570358,338888859,140478663
3,4,32471,806,981,6.0,923535321,325276868,375704186
4,5,57978,961,769,6.0,1360373995,781183384,458935214
5,6,33758,1026,1165,6.0,552048306,352352435,247721711
6,7,23227,1453,1853,6.0,313397036,183510182,171118921
7,8,26233,1531,941,6.0,492175205,417580085,212952830
8,9,48983,1667,110,6.0,1057134630,578897270,326596013
9,10,24554,1945,1453,6.0,352431438,197720091,175965100
0,1,30861,339,639,6.0,476136175,307188759,209489296
1,2,48552,368,1876,6.0,1024816874,471977295,379865660
2,3,58913,805,1477,6.0,1234272938,796422672,476112913
3,4,25324,994,1902,6.0,702583080,201516115,306463999
4,5,24205,1150,682,6.0,422866592,274736500,137922725
5,6,50826,1320,148,6.0,1082987435,675094901,515748238
6,7,55261,1676,824,6.0,1115975702,800986622,531166673
7,8,51734,1744,1598,6.0,1419956779,627187054,622893388
0,1,21251,174,213,6.0,417129648,151181669,167355528
1,2,19958,400,289,6.0,332777751,212233558,123829614
2,3,73985,491,812,6.0,3327633522,1527439854,1297594194
3,4,25196,981,1495,6.0,787658880,209608229,205374816
4,5,32872,1168,1220,6.0,620643411,360384142,359765688
5,6,46966,1246,411,6.0,979306771,296188885,322581967
6,7,40855,1442,1476,6.0,991814715,432145553,413569871
7,8,39061,1544,892,6.0,573609432,659484270,187760829
8,9,25854,1863,1363,6.0,713108579,190941458,258153774
0,1,37666,475,931,6.0,997749805,568907488,459411916
1,2,33386,650,1549,6.0,933106647,295858903,456822931
2,3,56566,716,688,6.0,1484731326,1163379651,896564289
3,4,23862,944,140,6.0,904853644,176573816,393705134
4,5,27973,1143,1555,6.0,1087906629,276936954,544577258
5,6,24798,1280,711,6.0,748187146,379750312,321268187
6,7,45941,1401,1763,6.0,1026562158,376216045,432346427
7,8,24013,1413,1064,6.0,637738036,180878987,267717786
8,9,21534,1634,1164,6.0,696324737,272129271,284673546
9,10,22033,1696,1358,6.0,445096714,220721235,189700100
0,1,24516,371,336,6.0,566668418,156633487,228521005
1,2,23500,379,958,6.0,580022829,135708071,200888577
2,3,22154,692,1331,6.0,389666045,224072820,131168292
3,4,38883,1027,421,6.0,1053878687,496812813,409389591
4,5,25405,1054,1640,6.0,650290450,176148870,304941329
5,6,29583,1404,1269,6.0,765774659,206723454,330814624
6,7,25806,1465,1933,6.0,931817620,155584209,352620858
7,8,29879,1471,930,6.0,506098763,389817192,133524705
8,9,60560,1634,1569,6.0,1676772894,867565549,814724886
9,10,41424,1811,359,6.0,1170941259,559933357,540393851
10,11,18105,1856,1806,6.0,296973865,155772271,109755705
0,1,50494,481,362,6.0,2334299467,1232782838,900952334
1,2,16303,445,948,6.0,544342497,111853230,166425710
2,3,21892,588,802,6.0,889595820,157265752,277515889
3,4,26276,769,265,6.0,432689018,433925900,112009566
4,5,27580,1059,1881,6.0,541080158,468493199,229465825
5,6,26036,1370,1086,6.0,402243210,492785919,147752811
6,7,23674,1640,428,6.0,915369297,229553787,336948505
7,8,49160,1710,199,6.0,1831259383,804833950,781284647
