,label,area,centroid-0,centroid-1,day,dapi_integrated,cebp_integrated,ppar_integrated
15,16,39469,1528,1648,0.33,175922235,277826742,79221971
16,17,40259,1611,639,0.33,163860223,302300659,69278132
17,18,33663,1732,945,0.33,183567007,350534269,60200963
18,19,38237,1864,141,0.33,171066115,286067977,63420084
19,20,35162,1892,817,0.33,193974048,377848998,65132169
20,21,29053,1961,621,0.33,153703965,252485683,48490051
0,1,35825,79,740,0.33,164702100,271146136,56443104
1,2,55328,101,1675,0.33,294912073,514471930,92903524
2,3,33874,334,815,0.33,188102986,402922720,58523551
3,4,53146,539,830,0.33,221158576,387486185,94772976
4,5,46665,668,1686,0.33,176965933,280421914,72524274
5,6,79577,815,674,0.33,361937543,495790094,158983441
6,7,38823,895,219,0.33,172877702,319812312,71530307
7,8,65482,1191,1631,0.33,349507636,491746056,129790972
8,9,28890,1175,1955,0.33,139556708,259199654,53920549
9,10,41170,1384,944,0.33,188805792,258838252,67159803
10,11,49564,1394,541,0.33,194836168,401277171,86159613
11,12,34902,1549,1324,0.33,193499558,343025922,67490384
12,13,37596,1683,680,0.33,195628916,280846164,62873075
13,14,27502,1897,1735,0.33,161178846,211622451,48841819
0,1,36885,79,1529,0.33,161144340,271752927,64093229
1,2,58180,138,1162,0.33,366575289,456219598,103228985
2,3,45231,217,526,0.33,177868128,310921654,81096349
3,4,34840,284,1477,0.33,147704111,353606196,64988883
4,5,64230,364,247,0.33,317386596,376204051,106076055
5,6,37875,346,833,0.33,159679632,308454447,72252535
6,7,35030,615,1099,0.33,146010393,248166096,61723668
7,8,41504,710,589,0.33,151768511,254326449,70282962
8,9,36370,833,1476,0.33,162982132,289513708,60650815
9,10,37578,888,1667,0.33,161588022,284948892,63391425
10,11,34925,937,1231,0.33,153702855,288404523,66166902
11,12,37042,933,1926,0.33,151982823,281378429,65029973
12,13,41649,964,306,0.33,172030741,341503095,76356154
13,14,41202,1013,93,0.33,152537813,317387068,65543784
14,15,49228,1175,695,0.33,347038965,563937645,95931084
15,16,45873,1300,442,0.33,162594763,256546391,78170780
16,17,38873,1387,998,0.33,155910430,315288557,73114312
0,1,33199,87,1428,0.33,145559005,284435510,56707598
1,2,38257,332,80,0.33,145323886,232954191,72924618
2,3,33910,356,1428,0.33,164869713,213340540,51027506
3,4,46860,614,131,0.33,157031517,260659732,83975960
4,5,57838,850,435,0.33,305165139,487879122,148281329
5,6,60046,873,1490,0.33,394474668,600461949,124445207
6,7,35339,1043,1632,0.33,188369849,285166763,62743355
7,8,37798,1145,1071,0.33,166812129,223186910,71546148
8,9,39948,1278,253,0.33,156822375,372604142,65648013
9,10,37515,1368,611,0.33,165183586,262273324,62564731
10,11,44735,1623,788,0.33,166173655,350715823,74030274
11,12,77158,1789,481,0.33,347743826,562235330,136203968
0,1,42784,322,738,0.33,181827722,347941158,68593126
1,2,33676,657,250,0.33,162864544,279261428,52315407
2,3,77679,705,1848,0.33,406792480,777938977,131940970
3,4,46460,662,1498,0.33,189250700,271768554,76947848
4,5,65259,734,1231,0.33,429772868,578373019,119924628
5,6,39424,1053,794,0.33,169493761,307877555,69251704
6,7,30821,1236,544,0.33,158867828,238700973,52776861
7,8,35977,1249,1453,0.33,191384169,320275570,75825854
8,9,29692,1267,118,0.33,153966156,275808872,48741782
9,10,37130,1363,1288,0.33,197624723,363303277,71382886
10,11,36320,1549,1463,0.33,177026778,300618184,66442848
11,12,42042,1654,915,0.33,178882300,320997382,73062400
0,1,40808,391,385,0.33,179452755,302105757,64459350
1,2,89291,468,1692,0.33,383466985,690934555,160188856
2,3,42714,1352,1516,0.33,205448644,489824112,79432068
3,4,45239,1427,124,0.33,173584200,348747759,73205295
4,5,94319,1484,414,0.33,510313646,922384011,178687907
5,6,43888,1486,1017,0.33,191320479,387067381,85670100
6,7,60801,1789,1536,0.33,354368880,585569480,103538920
7,8,40357,1891,1948,0.33,232097684,346297585,81345696
0,1,35308,158,261,0.33,147395383,285368881,56172120
1,2,35680,154,1021,0.33,182177457,238345051,50070692
2,3,43258,172,1802,0.33,237896159,381795712,80905684
3,4,59101,433,1646,0.33,420596343,522060719,121495688
4,5,30756,490,721,0.33,169805620,233480443,58690520
5,6,37617,624,150,0.33,146608842,283728354,63893905
6,7,47490,719,1033,0.33,180902997,364752826,84658409
7,8,26054,683,696,0.33,159064246,221699892,47355539
8,9,38774,905,1671,0.33,191749055,301639588,72039718
9,10,36321,942,1364,0.33,188405494,318682692,69103996
10,11,33584,971,825,0.33,151483904,352892662,63714951
11,12,38719,1355,578,0.33,156690713,303041592,65435902
12,13,35858,1429,952,0.33,148316028,337962506,68400109
13,14,24050,1404,1607,0.33,80935036,139923639,41651686
14,15,39340,1502,1400,0.33,156584259,265282189,68322212
15,16,33516,1537,1114,0.33,137888072,262948109,54062422
16,17,28591,1660,374,0.33,126734452,274353430,46311031
0,1,20311,69,885,0.33,59217173,117926958,29546742
1,2,35681,228,607,0.33,123474837,284559464,55421492
2,3,40469,313,119,0.33,134112478,237387687,60765699
3,4,39464,469,1907,0.33,144974815,267168436,61891555
4,5,32448,482,463,0.33,137852758,217532034,82983406
5,6,37084,593,200,0.33,120943284,187805105,57744933
6,7,40382,760,873,0.33,139426756,327089640,65447043
7,8,34389,1018,416,0.33,138682945,311226734,59017446
8,9,47227,1158,1291,0.33,300517014,505628286,86181665
9,10,37022,1264,392,0.33,136896360,335833220,74474896
10,11,38690,1377,759,0.33,134312030,271247405,60282452
11,12,25551,1394,76,0.33,89008647,175719784,38951975
12,13,40264,1510,1552,0.33,152102631,347034872,69346670
13,14,56701,1750,1739,0.33,306108019,612584737,93750155
14,15,81911,1846,926,0.33,319877252,855991464,145377172
0,1,33317,67,1604,0.33,127623951,246873467,47751829
1,2,32350,131,573,0.33,177649452,306113237,50059992
2,3,37740,399,794,0.33,199419316,291255657,58133562
3,4,72212,445,1562,0.33,368159362,648274570,128574192
4,5,72166,460,1091,0.33,355523867,465817802,123844329
5,6,32386,475,531,0.33,192018933,260670247,46622136
6,7,47338,705,832,0.33,161407826,245477130,72156508
7,8,31365,871,558,0.33,186392972,227943828,48038552
8,9,25650,1156,599,0.33,159202483,245234304,47952025
9,10,34288,1233,137,0.33,165952848,407340269,52952309
10,11,72432,1460,1809,0.33,316941779,624583754,147575317
11,12,74818,1492,215,0.33,355472300,551558170,119951308
12,13,62776,1707,1208,0.33,329033904,553483416,114957208
0,1,36050,444,1942,0.33,270672975,266732507,63985136
1,2,36932,474,373,0.33,169470166,292725115,76439668
2,3,58372,763,936,0.33,362523278,660842734,101742253
3,4,24229,672,1623,0.33,156547497,200943566,35651391
4,5,67500,824,488,0.33,299638891,548921767,102298240
5,6,40375,1105,137,0.33,155152192,304632764,56355319
6,7,37781,1122,618,0.33,160402133,306215846,58222946
7,8,71900,1193,1096,0.33,344984086,689963318,127333054
0,1,71673,178,1716,0.33,315640155,535527406,95013102
1,2,31975,326,1261,0.33,171491581,249195307,47970470
2,3,29374,439,1943,0.33,162152842,211877205,46559812
3,4,38292,487,390,0.33,166503701,293583816,48318367
4,5,32077,634,866,0.33,168267435,313728106,44877073
5,6,55355,686,1389,0.33,196331994,378723753,84507205
6,7,35450,791,1085,0.33,180582691,302419250,51004664
7,8,45561,1017,352,0.33,176815771,289885311,57970653
8,9,46543,1238,1144,0.33,191878312,489606929,71270535
9,10,35237,1342,624,0.33,187557257,346066344,49912557
10,11,64449,1383,884,0.33,335771796,590796810,119875951
11,12,70250,1661,1637,0.33,391045155,588709756,123781414
0,1,37362,454,571,0.33,161059384,287268258,55898360
1,2,75532,513,1510,0.33,318117324,556548087,132821727
2,3,32707,472,972,0.33,157096345,340899017,49965572
3,4,35506,535,1243,0.33,165059744,266834238,55305053
4,5,45595,824,307,0.33,179541075,400495195,60698450
5,6,43276,816,524,0.33,168969581,362346093,60102738
6,7,38389,1032,971,0.33,162552471,318958153,56050067
7,8,34460,1286,116,0.33,173853305,272560156,46606126
8,9,100169,1560,180,0.33,383357536,695456642,142969185
9,10,54365,1505,1527,0.33,313031284,606167644,99751832
0,1,37117,324,1395,0.33,172646162,312958914,55960120
1,2,47453,572,1178,0.33,170587257,249446563,66937950
2,3,45838,712,127,0.33,148028904,294444134,68161014
3,4,42609,960,516,0.33,179501496,264753098,77811427
4,5,68161,999,842,0.33,287669338,468909169,128456649
5,6,31369,1181,392,0.33,150824382,266060492,53171374
6,7,36529,1184,134,0.33,150399667,297768973,52761761
7,8,73614,1268,1306,0.33,289716613,492209800,135475173
8,9,61979,1467,1658,0.33,209036358,418065904,98482223
9,10,34690,1503,731,0.33,165920012,275555519,55768466
10,11,71703,1633,1929,0.33,318766704,600714840,135757261
11,12,44014,1681,396,0.33,175118387,284729323,65961569
12,13,30884,1970,293,0.33,117961396,293287097,45411589
0,1,64111,262,1586,0.33,315708776,763538395,91533684
1,2,59331,583,525,0.33,362575059,691409621,102153563
2,3,40367,965,1920,0.33,187106960,276001746,66270241
3,4,32549,1082,469,0.33,164840225,238108763,59350816
4,5,39251,1228,1470,0.33,173881498,409160535,69219844
5,6,30977,1260,724,0.33,163247071,226619280,45490124
6,7,36365,1411,463,0.33,149016280,273384014,56115019
0,1,35091,189,284,0.33,148776332,250585674,47777545
1,2,73885,308,1495,0.33,406387456,702828957,124415408
2,3,35046,435,436,0.33,136846159,398299564,49483523
3,4,45182,569,855,0.33,177382212,276870117,62434132
4,5,72622,737,1760,0.33,363019949,577212681,112101860
5,6,49325,729,1365,0.33,193223802,478368400,72649852
6,7,92469,921,604,0.33,379886822,687429112,140153042
7,8,51927,1158,1633,0.33,194554604,556506981,80861889
8,9,39316,1315,241,0.33,170475248,281368700,57142289
9,10,49990,1347,1395,0.33,217836130,452347507,82826591
10,11,37804,1442,1832,0.33,202246343,274021335,76625618
11,12,41959,1652,1408,0.33,201676882,290781290,56473948
12,13,34774,1784,549,0.33,164315159,271778359,59393556
13,14,39518,1856,267,0.33,167045542,314332853,83768009
0,1,96331,691,495,0.33,355287556,567880297,117277908
1,2,35308,767,1778,0.33,190256680,325758477,48782785
2,3,86833,1124,1275,0.33,355690184,689334760,147721857
3,4,54847,1399,1777,0.33,159882443,295464541,83213575
4,5,82174,1715,831,0.33,282027588,362173301,135152754
0,1,36540,85,1601,0.33,124587896,289936646,55862344
1,2,38355,330,456,0.33,126221793,291016963,57401192
2,3,33318,438,205,0.33,118512469,258769498,47884171
3,4,43211,661,998,0.33,140878747,358143517,71865563
4,5,67628,909,1279,0.33,258895707,446924196,104250066
5,6,36040,1404,1143,0.33,151401367,348526154,62023949
6,7,51707,1723,748,0.33,308016502,491604982,83578267
7,8,43784,1786,1506,0.33,142364990,290171441,72708270
8,9,77183,1864,509,0.33,281717833,663186382,127228939
0,1,41884,311,1712,1.0,169953140,243419707,46560485
1,2,42380,735,91,1.0,239329685,255719498,62524500
2,3,43788,953,619,1.0,169257945,308814716,54524286
3,4,30733,872,1951,1.0,127744661,125612669,44132776
4,5,39044,1024,1331,1.0,156324523,157982231,53921729
5,6,59002,1245,1902,1.0,302394688,394236829,179724045
6,7,82884,1601,1372,1.0,368662075,326496959,151558020
0,1,46287,169,1636,1.0,212768636,349289616,73774928
1,2,35192,189,692,1.0,128011580,263430892,38071985
2,3,46144,306,1930,1.0,247059429,282222509,58948503
3,4,33185,822,1631,1.0,141906619,190049439,47316075
4,5,30348,884,893,1.0,149270014,305444339,44759481
5,6,45017,932,672,1.0,261557712,302636385,65200876
6,7,22306,915,67,1.0,67074318,99538237,25052399
7,8,76818,1145,465,1.0,406021849,448266724,137416522
8,9,34348,1135,1707,1.0,147792603,170522185,60948690
9,10,29319,1506,1442,1.0,148698383,204551157,49532848
10,11,31998,1736,1709,1.0,142301538,176402568,37307807
11,12,32014,1928,1776,1.0,129454361,226449923,37874324
0,1,30349,68,1615,1.0,175870303,238016225,53489111
1,2,44549,395,728,1.0,281228866,307670452,56709099
2,3,26137,440,1258,1.0,140965061,127077641,47614096
3,4,25225,642,1283,1.0,138769722,165734991,36689212
4,5,90843,819,647,1.0,653115023,779646126,200338388
5,6,27143,801,216,1.0,141283863,215368819,35741341
6,7,68759,968,1303,1.0,493350397,680389842,120283483
7,8,45361,1347,1299,1.0,331141503,424786914,69093568
8,9,40474,1573,1278,1.0,221134346,309142730,79918546
9,10,39168,1841,1028,1.0,270918965,427598730,72501169
10,11,49381,1928,611,1.0,284355760,511203140,64599736
0,1,58408,820,1625,1.0,232993972,290262020,76140098
1,2,40494,1011,166,1.0,115951734,223912990,51160667
0,1,46635,304,906,1.0,260479784,321848994,66492340
1,2,45167,487,334,1.0,235215166,295853046,83554903
2,3,42728,602,1473,1.0,264672895,216068444,55112113
3,4,49502,784,845,1.0,289274125,320328724,72206071
4,5,22287,1553,1916,1.0,95841842,104569360,25702600
5,6,28536,1641,350,1.0,156807946,199586772,57659859
6,7,28242,1648,1215,1.0,126731141,167771321,43759702
0,1,28495,218,651,1.0,134728498,130085814,37642064
1,2,38097,305,947,1.0,227454683,249619239,65306056
2,3,36036,734,1848,1.0,177708030,238220441,79879967
3,4,46949,1117,601,1.0,278584132,301365766,76197498
4,5,36600,1122,88,1.0,243686045,232585229,54506447
5,6,42388,1340,125,1.0,260894824,290180476,66789364
6,7,46382,1425,794,1.0,297728628,297926898,76362721
7,8,38926,1558,1631,1.0,275241581,277063959,62748475
8,9,65458,1788,788,1.0,410511233,557016070,139428715
9,10,38163,1843,445,1.0,253782894,298854168,76685231
10,11,40382,1916,1929,1.0,251966190,276388441,66416144
0,1,33333,108,1874,1.0,151803778,123227325,39017841
1,2,87329,369,1244,1.0,317798672,577909761,113684819
2,3,33376,439,1963,1.0,124795307,151082004,50866971
3,4,54590,854,804,1.0,193083269,225491758,61990182
4,5,35313,933,1761,1.0,170351245,236797189,55201436
5,6,41808,1192,1005,1.0,275535494,292049364,67851475
6,7,30806,1301,1894,1.0,151680032,139558494,33634192
7,8,28313,1336,1547,1.0,138130873,129678427,32700489
8,9,31666,1791,390,1.0,129660485,174448484,39568988
9,10,30088,1896,1580,1.0,124378061,158704276,38419764
10,11,33104,1940,106,1.0,126442245,203682470,99107006
0,1,80112,121,924,1.0,662283538,759622975,161214989
1,2,47884,131,1803,1.0,259938844,167093683,67892805
2,3,42593,500,1905,1.0,198733065,382295247,106756952
3,4,42906,552,321,1.0,222260678,266183981,58055328
4,5,35347,585,555,1.0,284823974,211314043,51339896
5,6,47310,610,1191,1.0,276328644,319012177,66468824
6,7,48512,856,239,1.0,251548492,317746170,60378500
7,8,40934,921,1715,1.0,257327039,257484090,81097403
8,9,37730,1107,190,1.0,206978437,263670364,62245407
9,10,44985,1230,826,1.0,218696993,321317295,80207389
10,11,79180,1265,1136,1.0,498515695,577038816,212502600
11,12,34996,1505,641,1.0,163169503,314600024,54224222
12,13,47284,1608,1586,1.0,194801691,350559886,165142335
13,14,33544,1682,82,1.0,155639176,285739534,54450138
14,15,46709,1781,1104,1.0,212997952,256762476,84411773
15,16,28071,1796,689,1.0,199705255,185236713,44972658
0,1,41041,459,1119,1.0,183633145,90082096,48990924
1,2,27601,739,1537,1.0,101918291,247925557,43271173
2,3,35630,974,986,1.0,166354484,304629061,46061190
3,4,49746,1369,768,1.0,220131885,366854291,62336243
4,5,48980,1433,1395,1.0,230232606,178050472,83642254
5,6,41376,1891,1552,1.0,230244788,339649246,79503788
6,7,52016,1932,946,1.0,236240540,316078777,63962721
0,1,38161,97,1076,1.0,359675939,304595528,70360907
1,2,35536,281,317,1.0,352205390,304863260,50289292
2,3,36462,392,1226,1.0,341497154,256079375,58504194
3,4,19051,419,1838,1.0,118578934,67723612,29589022
4,5,24600,647,491,1.0,137789625,122423823,35636516
5,6,53496,733,124,1.0,339354678,184552657,86607289
6,7,37244,743,1664,1.0,346241420,270582864,87416942
7,8,90113,911,410,1.0,659537453,550928384,157308941
8,9,47014,1053,1357,1.0,306355488,413870259,84020934
9,10,35958,1209,856,1.0,332617657,287089493,71654418
10,11,36372,1344,225,1.0,322731592,267374953,79710696
11,12,94034,1545,876,1.0,998704926,901264454,189319024
12,13,106665,1709,472,1.0,824486485,956067252,159908565
13,14,24085,1725,1386,1.0,148326727,170177890,43744378
14,15,41531,1933,1376,1.0,285412677,393850895,79101126
0,1,28318,341,1243,1.0,190922203,194419068,61901791
1,2,76015,491,1913,1.0,717696790,718599903,186214998
2,3,33522,634,1091,1.0,228172585,259488491,67961078
3,4,65784,1031,1765,1.0,284461774,349200874,149609023
4,5,41730,1244,1117,1.0,349361579,299066887,70396065
5,6,33236,1433,1945,1.0,157909120,202437242,67102311
6,7,56924,1642,608,1.0,428323190,533451480,237318510
7,8,33372,1701,83,1.0,261247970,314544922,62627571
8,9,42569,1741,1330,1.0,302675626,341547113,83577438
9,10,43930,1826,1666,1.0,301118758,446151592,92277684
0,1,22689,782,1700,1.0,141617085,204263094,48885341
1,2,51889,1344,1751,1.0,366907080,377095873,113749082
2,3,23187,1596,1110,1.0,165645059,172611506,31398217
3,4,40822,1684,749,1.0,349591520,278791464,63598742
4,5,44305,1765,253,1.0,323333912,295676800,75747077
5,6,55985,1823,1485,1.0,287507856,429553634,86959145
0,1,35517,106,485,1.0,279108831,234379850,66138343
1,2,34387,247,1692,1.0,214449554,279566318,62520516
2,3,23460,676,827,1.0,138002115,185267823,43697552
3,4,24476,774,1186,1.0,131805903,204930454,81922196
4,5,19313,776,1758,1.0,136812777,108867698,37569928
5,6,20388,957,1671,1.0,136997369,108348170,37941774
6,7,41071,1237,523,1.0,253721313,344932734,91038699
7,8,24871,1237,1503,1.0,137684241,228463736,56230897
8,9,29533,1342,1774,1.0,292329967,276776117,60964642
9,10,31725,1482,563,1.0,313908107,205194057,57196810
10,11,23084,1610,1674,1.0,108923460,117897283,45140961
11,12,44910,1678,1201,1.0,303196232,396380847,125820091
12,13,41764,1746,240,1.0,294336641,358471810,79808456
13,14,58926,1919,1564,1.0,441421440,559530182,176711004
14,15,34770,1928,953,1.0,233636029,246822115,66866191
0,1,50092,254,1441,1.0,287110758,201349584,231730245
1,2,33239,337,1702,1.0,271095811,258434220,92305131
2,3,45482,418,1079,1.0,323084341,331891341,78230428
3,4,62931,450,1927,1.0,567925195,443134631,203078076
4,5,32589,570,380,1.0,158476343,154186887,50371949
5,6,42387,643,886,1.0,332319663,364959077,80768316
6,7,52033,678,1353,1.0,301445542,289435857,85630189
7,8,38575,684,84,1.0,250688476,276117494,101730011
8,9,43831,927,731,1.0,297579156,282967997,164499916
9,10,41970,1045,927,1.0,331885833,356167911,117460629
10,11,32337,1058,118,1.0,192303476,212371155,56304600
11,12,20153,1153,1770,1.0,209304462,52443903,41089133
12,13,43326,1858,1173,1.0,258495478,250197293,98880874
0,1,45320,132,186,1.0,329069330,382084270,76918453
1,2,38758,129,1239,1.0,248920006,238572916,73141329
2,3,50400,326,1667,1.0,390648713,430465484,113789678
3,4,32156,323,1966,1.0,256566160,180410765,60488507
4,5,37545,639,472,1.0,314121570,424942930,70448025
5,6,85990,850,985,1.0,893703550,1577984597,196238891
6,7,24437,1372,555,1.0,127343549,192269830,50577107
7,8,50724,1636,1076,1.0,361011307,386134492,228838137
8,9,21372,1701,370,1.0,139444727,182394703,44307785
9,10,61704,1913,1042,1.0,340891288,241623874,118601164
0,1,26828,138,1388,1.0,166941324,161422933,62601628
1,2,55132,231,1872,1.0,306314933,213472970,97532392
2,3,45773,378,1350,1.0,294942280,301562121,87448983
3,4,65537,446,149,1.0,541224114,590264698,118730235
4,5,35680,562,1478,1.0,181461821,142608483,57206309
5,6,51658,607,1770,1.0,252383623,127938197,84961791
6,7,70793,712,312,1.0,349466208,376688712,175453410
7,8,60824,1222,117,1.0,428732956,410017302,109058426
8,9,49151,1301,1618,1.0,366711738,320892225,105462157
9,10,26681,1352,334,1.0,117023586,180857905,62199894
10,11,42377,1794,621,1.0,303504235,296662668,112350508
11,12,26164,1942,67,1.0,172790328,162730099,52904966
0,1,38109,130,107,1.0,226697125,290921172,67921355
1,2,34921,410,1618,1.0,301320152,245871044,72183810
2,3,22294,714,1598,1.0,137695709,148674900,38188844
3,4,22965,706,1958,1.0,138980356,118134910,32693161
4,5,54943,769,1193,1.0,464139249,432873114,126018459
5,6,42050,965,268,1.0,216564350,235746493,69655279
6,7,30615,998,551,1.0,149655362,179677992,59156658
7,8,30553,1011,1607,1.0,144292470,161946114,49827384
8,9,24017,1252,922,1.0,117357281,185057348,51742785
9,10,66316,1390,1291,1.0,541171809,618716204,187545731
10,11,30238,1610,376,1.0,157972721,162377912,65036199
11,12,32415,1644,618,1.0,240819215,196431911,57271455
0,1,42725,148,1315,1.0,199665031,282861086,108262326
1,2,36123,159,349,1.0,232182403,267170720,104014702
2,3,26568,469,1341,1.0,122506056,139993405,44249767
3,4,34695,501,366,1.0,175800252,267990487,64585158
4,5,23110,574,791,1.0,103984490,136087128,38024595
5,6,24222,791,1178,1.0,113562586,172491865,41605527
6,7,36138,921,1970,1.0,250241556,224409455,74734892
7,8,22466,937,1526,1.0,108251901,180900312,43918885
8,9,41376,1110,113,1.0,274666839,320153028,96698899
9,10,37074,1280,1948,1.0,192980727,197272350,86568407
10,11,53241,1341,1577,1.0,283059016,416393118,175040648
11,12,21720,1336,111,1.0,117566092,94803158,39548748
12,13,37762,1469,1267,1.0,316565157,273468194,92804735
13,14,34586,1615,1969,1.0,209160243,263320617,91112729
14,15,23690,1656,1228,1.0,142810325,206389534,102279295
15,16,23503,1793,75,1.0,109128603,143315436,34562037
0,1,27324,153,1538,2.0,123119516,145566517,37815274
1,2,25451,158,1094,2.0,118061740,132606524,35622855
2,3,26470,245,583,2.0,118287563,109014351,40785555
3,4,25399,279,1964,2.0,124136991,153791505,58429084
4,5,26390,492,1022,2.0,145676630,167803973,92643543
5,6,23105,554,800,2.0,141712521,110590650,40666442
6,7,27455,575,1322,2.0,144745220,153545474,76727662
7,8,30749,601,526,2.0,174871230,189487207,59886331
8,9,53161,707,1917,2.0,270340616,340069956,140463775
9,10,25482,740,1428,2.0,139206371,160974978,89248681
10,11,51238,824,692,2.0,323709472,286628672,107772822
11,12,27371,841,164,2.0,143332129,146148352,65351383
12,13,36359,1037,1841,2.0,258553296,172052551,115160168
13,14,27661,1045,1296,2.0,122293021,133935332,54418669
14,15,27143,1337,507,2.0,126197280,121960981,50830518
15,16,19883,1536,723,2.0,109325414,161696661,54445906
16,17,35718,1592,1736,2.0,272611851,337270683,96355507
17,18,17916,1723,821,2.0,65007296,78410958,25720784
18,19,18048,1934,586,2.0,63186666,64347328,23484355
0,1,25196,399,1380,2.0,119264976,149068000,37580087
1,2,21453,531,1749,2.0,113561715,100890870,48458329
2,3,26094,645,1024,2.0,148543044,155149776,92265402
3,4,19302,896,1899,2.0,88671420,110898834,55271220
4,5,24330,956,272,2.0,147663178,137809118,48112761
5,6,22857,1185,1705,2.0,112545414,123261025,43537257
6,7,29868,1367,1000,2.0,143656279,135435736,70890951
7,8,50469,1631,1086,2.0,309895332,292499578,219160330
8,9,31674,1626,1437,2.0,151430430,158695244,57293234
9,10,82495,1722,552,2.0,460067669,286560910,157785695
10,11,21812,1748,1972,2.0,99240868,103233490,45617643
11,12,28200,1971,1140,2.0,146052463,119539689,52357918
0,1,28092,105,687,2.0,155334431,114032928,93305998
1,2,30720,353,752,2.0,138382593,148477912,40482049
2,3,27941,454,1671,2.0,153220213,163721577,42992773
3,4,26033,527,233,2.0,133694072,153075519,41242276
4,5,26032,538,498,2.0,139556439,200719922,49379026
5,6,36264,647,1059,2.0,281700912,358936186,115851314
6,7,38175,758,689,2.0,284238580,310711418,81189890
7,8,24989,790,1322,2.0,172414889,177773377,46325874
8,9,22428,821,167,2.0,98360056,78992929,31718159
9,10,32589,979,543,2.0,167342355,145714829,46750858
10,11,39076,1069,924,2.0,264611389,169268760,99150400
11,12,45194,1266,1123,2.0,325666986,347882233,138866473
12,13,23299,1393,1372,2.0,156165684,246615010,55736325
13,14,38716,1920,1864,2.0,294664820,302583070,101298127
14,15,27610,1928,1519,2.0,153926447,165969291,46522925
15,16,27538,1923,573,2.0,153314960,167689160,52778924
16,17,23943,1977,1217,2.0,124485213,154524665,41819885
0,1,27075,74,723,2.0,134190648,190258845,63488755
1,2,30881,160,1031,2.0,144028191,139500802,39237024
2,3,21101,366,391,2.0,101429722,97370108,50128098
3,4,54897,456,1437,2.0,337492981,222455336,113897899
4,5,26736,457,1082,2.0,136239559,158032889,44858137
5,6,26697,626,418,2.0,139321477,151508485,61027654
6,7,26277,628,778,2.0,134512367,178484105,40394332
7,8,23076,775,484,2.0,114950409,113567341,38000694
8,9,30317,901,1099,2.0,158851736,183858052,66057806
9,10,24759,1134,235,2.0,146462177,148700781,42847749
10,11,29546,1165,414,2.0,155968037,237736357,60499443
11,12,29451,1322,1773,2.0,134811091,159771452,59880401
12,13,23099,1487,247,2.0,139964681,120669290,60523673
13,14,23340,1975,1376,2.0,111805197,134649556,34697925
0,1,35207,232,85,2.0,187259168,329964799,275257145
1,2,31595,513,843,2.0,128934546,144372805,44767493
2,3,51206,561,1197,2.0,283477768,305963153,98838558
3,4,30111,746,1583,2.0,153030861,148384485,67054544
4,5,34909,819,1863,2.0,171535335,224100532,59646808
5,6,75034,976,1346,2.0,479979805,235225040,149138970
6,7,39922,1191,1865,2.0,179206643,236652296,58836111
7,8,30054,1264,748,2.0,136366449,158793003,50498827
8,9,55956,1419,1395,2.0,313121845,277419830,105897870
9,10,28115,1547,636,2.0,135841184,165298884,80334496
10,11,22178,1557,1595,2.0,108429646,34543379,40631675
11,12,34988,1623,1329,2.0,165628206,191790295,98128018
12,13,31037,1666,1139,2.0,149077132,163558175,66617999
13,14,78469,1731,828,2.0,409164771,404783288,181059016
14,15,26522,1725,403,2.0,118771442,163353454,48603566
0,1,28208,80,333,2.0,140123541,153960035,59417281
1,2,32374,165,1114,2.0,141435784,172350198,73165360
2,3,33903,207,847,2.0,151816632,184194773,57208212
3,4,30224,271,643,2.0,134819507,118373040,48585955
4,5,28148,316,439,2.0,103246586,82748676,46465001
5,6,26143,465,226,2.0,122199760,160921459,92819654
6,7,25783,819,1153,2.0,89628827,169996285,153722108
7,8,29257,920,776,2.0,118123287,154563281,58307912
8,9,26443,1244,593,2.0,113642024,172871077,47494951
9,10,23448,1315,1450,2.0,140538341,196804957,85370972
10,11,42413,1360,1691,2.0,314748957,493202259,217011917
11,12,41639,1513,1321,2.0,308442781,436610983,148787475
12,13,30347,1641,887,2.0,133047061,193475853,41236346
13,14,25934,1834,1723,2.0,107138654,136423410,62834690
14,15,25332,1853,1387,2.0,129640793,181894355,73624540
0,1,27691,207,1193,2.0,153537880,101628500,39204186
1,2,34177,648,1251,2.0,190266675,196733268,62445449
2,3,30746,657,399,2.0,150369615,150682489,44178039
3,4,28994,742,1443,2.0,198650537,310611742,183856248
4,5,31297,862,675,2.0,161188824,170142919,48290672
5,6,46398,1012,257,2.0,300666942,289217346,110628243
6,7,59579,1033,1065,2.0,360984250,373810053,103749193
7,8,32574,1200,1573,2.0,164775863,145697557,91365739
8,9,53597,1403,1790,2.0,337012956,375883355,119597889
9,10,32840,1442,735,2.0,148833670,175032323,50673079
10,11,29064,1599,1259,2.0,149757689,143544899,78838043
11,12,25306,1740,959,2.0,129620279,123037187,34491141
12,13,36608,1922,1464,2.0,150164869,149664508,68164743
13,14,25402,1974,636,2.0,106328797,158580703,49382409
0,1,32130,121,713,2.0,152976802,142683204,82499299
1,2,32470,133,1433,2.0,145466502,135840316,50427399
2,3,38399,330,768,2.0,139129772,143898809,55815014
3,4,23954,462,401,2.0,127695837,223686486,51570731
4,5,41341,534,1639,2.0,153492023,150599854,57531605
5,6,28347,601,83,2.0,100800864,95452097,49814539
6,7,23644,699,1723,2.0,158446073,65329577,32142526
